what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316699759
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316709662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316711701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448316713132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316714560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448316715733
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316717484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316739119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316748133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316756679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316788166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316800853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316846614
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316862313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316865125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316871929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316893695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448316893860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448316975257
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317037534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317046797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317046940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317048942
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317079315
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317121097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317149769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317149899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317173772
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317268363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317278654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317283717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317310405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317331873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317336588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448317456653
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1448317460499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317478135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317479979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317479999
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1448317481000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317481059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317486070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317501986
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448317516473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317533069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317750850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317756885
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317779174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1448317818581
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317820053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1448317825611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448317831402
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.upperCase",1448317842087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317842457
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1448317844570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317844615
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1448317845824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317851483
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1448317853876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317853939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317858619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317904797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317907207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317910771
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448317912060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317922349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448317961739
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317965039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317968125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317976951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317982782
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448317985957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1448318026094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448318034102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448318046734
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448318051394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448318056297
