what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448347361514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1448347367791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1448347382727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1448347400704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1448347414578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448347425825
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1448347430416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347433291
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1448347434492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347434534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347439216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347453255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448347474852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347498564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347868467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347873176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448347941646
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448347946646
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1448347947562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448347950789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1448347960833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448347995337
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1448347999469
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1448348006283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348010568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348028498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348067142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348088080
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1448348088091
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1448348104361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348111423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348114536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348123973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448348128125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448348130476
