what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336891469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336891487
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1448336892507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336892540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336897465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336932354
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1448336933756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448336965578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448337060283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1448337068529
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1448337149419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1448337155337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448337158506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448337178246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1448337186929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1448337192339
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1448337195468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448337207626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1448337224819
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1448337224899
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1448337224959
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1448337225066
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1448337232774
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1448337234676
